character_label,lomez,sacamano,devola,steinbrenner,newman,pitt,peterman,kruger,exclam_cnt,question_cnt,quote_len,num_words,avg_len_word,text_proc
jerry,0,0,0,0,0,0,0,0,2,0,44,9,4.0,would turn crap
jerry,0,0,0,0,0,0,0,0,0,0,83,14,5.0,beauti listen got littl problem got two extra ticket
jerry,0,0,0,0,0,0,0,0,0,0,87,16,4.5,well susan go elain left messag friend go either
kramer,0,0,0,0,0,0,0,0,1,1,82,13,5.384615384615384,fantast scalp ticket make mayb five hundr ticket
george,0,0,0,0,0,0,0,0,0,1,36,6,5.166666666666667,peopl look ticket
kramer,0,0,0,0,0,0,0,0,1,1,87,14,5.285714285714286,kid open night pavarotti pagliacci gon clean
george,0,0,0,0,0,0,0,0,1,0,42,10,3.3,man knew gon love opera
kramer,0,0,0,0,0,0,0,0,0,1,37,8,3.75,come let get ticket
jerry,0,0,0,0,0,0,0,0,0,0,100,20,4.05,guy listen got wait elain meet front theatr
jerry,0,0,0,0,0,0,0,0,0,1,40,8,4.125,spray eye binaca
jerry,0,0,0,0,0,0,0,0,2,0,195,38,4.157894736842104,see get first come regular year later come cherri cherri start cherri come regular
elaine,0,0,0,0,0,0,0,0,0,0,71,13,4.538461538461538,even total differ person
jerry,0,0,0,0,0,0,0,0,0,0,158,29,4.482758620689656,well hear messag nut georg kramer want get insid alreadi stand feel vulner
jerry,0,0,0,0,0,0,0,0,0,1,48,9,4.4444444444444455,quarter
jerry,0,0,0,0,0,0,0,0,0,0,34,7,4.0,flip mine
jerry,0,0,0,0,0,0,0,0,0,0,91,18,4.111111111111111,want quarter take quarter tri tell
jerry,0,0,0,0,0,0,0,0,0,4,215,44,3.9090909090909087,think care money think want show care money look look dollar look much care money
jerry,0,0,0,0,0,0,0,0,0,1,42,9,3.7777777777777777,well get lost
jerry,0,0,0,0,0,0,0,0,0,1,40,7,4.857142857142857,stand
jerry,0,0,0,0,0,0,0,0,0,1,74,14,4.357142857142857,kinda opera crowd feel tough anybodi els got problem
kramer,0,0,0,0,0,0,0,0,0,0,219,42,4.238095238095238,got two got two paliachi need two pagliacci come great tragic clown come check laugh cri sing pagliacci got two beauti check
kramer,0,0,0,0,0,0,0,0,1,0,79,14,4.714285714285714,orchestra row dead center primo think die went heaven
kramer,0,0,0,0,0,0,0,0,0,2,103,21,3.952380952380953,tell caus look nice guy thousand dollar duce
george,0,0,0,0,0,0,0,0,1,1,42,7,5.142857142857143,five hundr dollar great deal
kramer,0,0,0,0,0,0,0,0,0,0,39,7,4.714285714285714,blow guy pigeon
george,0,0,0,0,0,0,0,0,0,2,105,20,4.3,see guy walk away wrong three hundr dollar profit
kramer,0,0,0,0,0,0,0,0,0,1,40,8,4.125,look georg
george,0,0,0,0,0,0,0,0,0,1,149,29,4.172413793103448,metallica concert opera alright littl digniti littl class give ticket stand sell
george,0,0,0,0,0,0,0,0,0,1,69,13,4.384615384615385,thank much stand stand
elaine,0,0,0,0,0,0,0,0,0,0,56,10,4.7,guarante sell either one ticket
jerry,0,0,0,0,0,0,0,0,1,3,184,31,4.967741935483871,look bobbi eighteen fatherinlaw reichman georg talk today believ guy threw georg wed
elaine,0,0,0,0,0,0,0,0,1,0,42,8,4.375,georg made bad toast
jerry,0,0,0,0,0,0,0,0,0,1,32,6,4.5,rememb curs toast
jerry,0,0,0,0,0,0,0,0,0,2,101,20,4.1,believ messag got spend rest life look shoulder
elaine,0,0,0,0,0,0,0,0,0,1,25,6,3.333333333333333,name
jerry,0,0,0,0,0,0,0,0,0,2,47,10,3.8,mean would name
elaine,0,0,0,0,0,0,0,0,0,0,26,6,3.5,never told name
jerry,0,0,0,0,0,0,0,0,0,0,26,6,3.5,never told name
elaine,0,0,0,0,0,0,0,0,0,1,45,9,4.111111111111111,wait second talk
jerry,0,0,0,0,0,0,0,0,0,1,25,6,3.333333333333333,name
elaine,0,0,0,0,0,0,0,0,0,0,64,13,4.0,three time man name
jerry,0,0,0,0,0,0,0,0,0,0,25,6,3.333333333333333,god joe divola
elaine,0,0,0,0,0,0,0,0,0,2,39,8,4.0,stalk kid
jerry,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,madman tri kill
elaine,0,0,0,0,0,0,0,0,3,0,145,31,3.7096774193548394,jerri tell name god accus see someon els said tell name said tell name
jerry,0,0,0,0,0,0,0,0,4,1,172,38,3.5526315789473686,said imagin see think one ruin deal nbc took away girl put kibosh
george,0,0,0,0,0,0,0,0,0,3,194,38,4.131578947368421,tell seem nice guy let stop jerk around give two hundr fifti dollar got peopl wait got get hell
george,0,0,0,0,0,0,0,0,0,0,56,10,4.7,pop would buzz got someth cook
jerry,0,0,0,0,0,0,0,0,0,0,45,10,3.6,anyth gave guy
jerry,0,0,0,0,0,0,0,0,0,0,34,6,4.833333333333333,tell guy took
elaine,0,0,0,0,0,0,0,0,0,0,80,15,4.4,girlfriend date thing realli work
jerry,0,0,0,0,0,0,0,0,2,3,655,125,4.248,hardest part clown seem would constantli refer clown clown work clown hire clown guy clown even start clown want clown guess get point pant look bad actual easier becom clown proper alter done think clown circu around realli annoy person back seat guy volkswagen pick somebodi els man
jerry,0,0,0,0,0,0,0,0,1,0,129,26,4.0,sing camera curtain light hit height height hit show
elaine,0,0,0,0,0,0,0,0,0,0,90,17,4.352941176470588,sad knowledg high cultur come bug bunni cartoon
jerry,0,0,0,0,0,0,0,0,0,2,134,26,4.1923076923076925,clown want look seriou kid quarter guy took
george,0,0,0,0,0,0,0,0,0,2,34,6,4.833333333333333,say two seventyf
george,0,0,0,0,0,0,0,0,0,0,32,6,4.5,two fifti
george,0,0,0,0,0,0,0,0,0,0,64,13,4.0,though go airport
george,0,0,0,0,0,0,0,0,0,3,64,12,4.416666666666667,anoth plane could take bu
george,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,made
george,0,0,0,0,0,0,0,0,1,0,35,8,3.5,get opera togeth
george,0,0,0,0,0,0,0,0,1,2,130,23,4.695652173913044,sthat sharri fong good friend mine big opera buff enjoy show harri
jerry,0,0,0,0,0,0,0,0,0,0,28,7,3.1428571428571432,come got let
jerry,0,0,0,0,0,0,0,0,0,0,48,10,3.9,ticket
jerry,0,0,0,0,0,0,0,0,0,0,77,14,4.571428571428571,understand someon crazi clown tri kill
jerry,0,0,0,0,0,0,0,0,0,0,27,6,3.6666666666666665,thought
elaine,0,0,0,0,0,0,0,0,1,0,34,8,3.375,come come
jerry,0,0,0,0,0,0,0,0,0,1,45,7,5.571428571428571,boy cast pavarotti aver marton
elaine,0,0,0,0,0,0,0,0,0,1,51,9,4.777777777777779,aver marton heard play
jerry,0,0,0,0,0,0,0,0,1,1,31,6,4.333333333333333,susan
jerry,0,0,0,0,0,0,0,0,0,3,111,21,4.333333333333333,uncomfort think feel let ask someth much pay ticket
jerry,0,0,0,0,0,0,0,0,0,1,38,7,4.571428571428571,kramer sell ticket
kramer,0,0,0,0,0,0,0,0,1,0,25,6,3.333333333333333,nut clown suit
jerry,0,0,0,0,0,0,0,0,0,1,508,86,4.918604651162791,friend drag opera recent got littl opera glass realli need binocular mean big peopl get spot opera kid go twofifti twoeighti threetwentyf wear big white woolli vest women breastplat bullet hat horn come pick peopl forget opera think optometri mayb thing
george,0,0,0,0,0,0,0,0,0,0,57,13,3.4615384615384617,come got day tomorrow come stori
jerry,0,0,0,0,0,0,0,0,0,1,96,20,3.85,day tomorrow month half come someth anyth
jerry,0,0,0,0,0,0,0,0,0,1,63,12,4.333333333333333,let ask someth last time went ski
jerry,0,0,0,0,0,0,0,0,0,0,57,12,3.8333333333333335,think take lift ticket jacket
jerry,0,0,0,0,0,0,0,0,0,1,60,11,4.545454545454546,meet anybodi go susan
jerry,0,0,0,0,0,0,0,0,0,1,103,20,4.2,see two women almost date one closet busi
george,0,0,0,0,0,0,0,0,0,2,48,7,6.0,closet busi closet busi
jerry,0,0,0,0,0,0,0,0,0,0,103,18,4.777777777777779,reorgan closet show maxim closet space look closet
george,0,0,0,0,0,0,0,0,0,0,85,18,3.7777777777777777,thought good look figur would good way meet
jerry,0,0,0,0,0,0,0,0,0,1,124,25,4.0,mention boyfriend hit need closet space across room marla
george,0,0,0,0,0,0,0,0,1,0,68,10,5.9,jerri marla realiz jerri cue stacey walk stacey
jerry,0,0,0,0,0,0,0,0,0,1,123,26,3.7692307692307687,ye ye watch cnn cover well thought knock brain
george,0,0,0,0,0,0,0,0,0,0,208,43,3.86046511627907,anyway met nbc month ago gave green light ahead write pilot fact got big meet tomorrow got approv stori write
george,0,0,0,0,0,0,0,0,0,0,29,8,2.75,bad way make buck
george,0,0,0,0,0,0,0,0,0,0,182,34,4.382352941176471,well tell stacey lot hard work come fairli easi peopl write symphoni gift rais ski lift ticket stacey look away
jerry,0,0,0,0,0,0,0,0,0,1,34,8,3.375,gon
george,0,0,0,0,0,0,0,0,0,2,68,13,4.307692307692308,marri allow somebodi els
jerry,0,0,0,0,0,0,0,0,0,2,92,17,4.470588235294118,well long see phone call frequenc daili
george,0,0,0,0,0,0,0,0,0,0,42,8,4.375,semidaili four five time week
jerry,0,0,0,0,0,0,0,0,0,2,77,16,3.875,saturday night ask date impli
jerry,0,0,0,0,0,0,0,0,0,1,42,7,5.142857142857143,got anyth medicin cabinet
jerry,0,0,0,0,0,0,0,0,0,1,63,14,3.571428571428572,hah let ask tampax hous
jerry,0,0,0,0,0,0,0,0,0,0,41,8,4.25,well tell got
george,0,0,0,0,0,0,0,0,0,2,39,8,4.0,sure girlfriend
jerry,0,0,0,0,0,0,0,0,0,0,137,28,3.928571428571429,look guy semidaili tampax hous impli date saturday night would help
george,0,0,0,0,0,0,0,0,0,2,345,66,4.242424242424242,would believ luck first time life good answer question girlfriend mean need girlfriend answer question say order get girlfriend get girlfriend want girlfriend want girlfriend
jerry,0,0,0,0,0,0,0,0,0,0,43,8,4.5,go make good father someday
george,0,0,0,0,0,0,0,0,0,0,110,21,4.285714285714286,well fair jerri fair get thing
jerry,0,0,0,0,0,0,0,0,0,1,54,11,4.0,fine break mean
jerry,0,0,0,0,0,0,0,0,0,0,52,10,4.3,script pilot show
jerry,0,0,0,0,0,0,0,0,0,1,203,40,4.1,figur one execut nbc gon make decis whether pick show one biggest fan drop think gon pick
jerry,0,0,0,0,0,0,0,0,0,1,233,47,3.9787234042553186,interest situat job get girl also relationship tri get rid relationship get girl lose job see ironi
george,0,0,0,0,0,0,0,0,0,1,166,35,3.7714285714285714,see ironi find way break still affect deal
george,0,0,0,0,0,0,0,0,0,0,377,74,4.108108108108108,wait wait dismiss quick dismiss dismiss got big crush david letterman mean big crush talk time suppos david letterman work nbc work nbc explain situat agre meet fall madli love dump david letterman
jerry,0,0,0,0,0,0,0,0,0,0,52,9,4.888888888888889,pleas brutal closet sensit
jerry,0,0,0,0,0,0,0,0,0,1,97,17,4.764705882352942,quit mad kramer enter believ goe room
kramer,0,0,0,0,0,0,0,0,0,0,40,7,4.857142857142857,watch bold beauti
jerry,0,0,0,0,0,0,0,0,0,0,24,6,3.1666666666666665,good time
jerry,0,0,0,0,0,0,0,0,0,1,53,12,3.5,give away georg
kramer,0,0,0,0,0,0,0,0,0,0,116,21,4.571428571428571,watch much addict could stop destroy brain cell
jerry,0,0,0,0,0,0,0,0,0,0,73,14,4.285714285714286,time marla enter room
jerry,0,0,0,0,0,0,0,0,0,1,36,8,3.625,nice
kramer,0,0,0,0,0,0,0,0,0,0,41,8,4.25,noth
kramer,0,0,0,0,0,0,0,0,0,1,60,11,4.545454545454546,weather need weather weather
jerry,0,0,0,0,0,0,0,0,0,0,44,9,4.0,tellin georg give back
kramer,0,0,0,0,0,0,0,0,0,1,81,16,4.125,want back paus gon watch knick game tonight
jerry,0,0,0,0,0,0,0,0,0,0,46,8,4.875,boyfriend never came back berlin
jerry,0,0,0,0,0,0,0,0,0,0,56,11,4.181818181818182,must devast left wall
jerry,0,0,0,0,0,0,0,0,0,1,44,8,4.625,hah buzzer excus one second
jerry,0,0,0,0,0,0,0,0,0,1,123,24,4.166666666666667,come elain friend mine buzzer sorri
jerry,0,0,0,0,0,0,0,0,0,0,47,9,4.333333333333333,ugh say problem
elaine,0,0,0,0,0,0,0,0,0,0,76,15,4.133333333333334,sorri compani want return tape
jerry,0,0,0,0,0,0,0,0,0,0,86,16,4.4375,thank lot two week late cost thirtyf dollar see havana
elaine,0,0,0,0,0,0,0,0,0,0,47,9,4.333333333333333,sorri realli kept forget
jerry,0,0,0,0,0,0,0,0,0,0,37,8,3.75,thing hair
elaine,0,0,0,0,0,0,0,0,0,2,110,20,4.55,woman sell crazi parti last night appreci snappl
elaine,0,0,0,0,0,0,0,0,1,3,531,101,4.2673267326732685,talk guy happen throw purs sofa diaphragm goe fli froze ahh stare diaphragm lie woman one sold hair thing grab guy notic mean big deal carri around diaphragm big big secret women carri around diaphragm never gon need sip snappl ahh
jerry,0,0,0,0,0,0,0,0,0,1,35,7,4.142857142857143,talk hook
elaine,0,0,0,0,0,0,0,0,0,2,30,6,4.166666666666667,someth said
jerry,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,virgin told
jerry,0,0,0,0,0,0,0,0,0,0,37,7,4.428571428571429,well spot toupe
elaine,0,0,0,0,0,0,0,0,0,4,107,18,5.0,well think say someth say someth apolog antivirgin
elaine,0,0,0,0,0,0,0,0,0,0,60,10,5.1,caus antivirgin back leav
george,0,0,0,0,0,0,0,0,0,1,29,6,4.0,wow gon
jerry,0,0,0,0,0,0,0,0,0,0,67,13,4.230769230769232,attract accent sexi
george,0,0,0,0,0,0,0,0,0,0,128,25,4.16,think could alway rememb first time want rememb wan forgotten
jerry,0,0,0,0,0,0,0,0,0,0,94,19,4.0,need littl pioneer spirit lewi clark
george,0,0,0,0,0,0,0,0,0,0,87,15,4.866666666666666,sometim guy make back look fridg realli hungri
george,0,0,0,0,0,0,0,0,0,1,123,24,4.166666666666667,got get someth want meet empti stomach let get chines wan order
jerry,0,0,0,0,0,0,0,0,0,0,228,43,4.325581395348837,got get work done let call kramer see want anyth call order chines food want anyth kramer enter quickli let order
kramer,0,0,0,0,0,0,0,0,0,0,24,6,3.1666666666666665,let
george,0,0,0,0,0,0,0,0,0,0,86,18,3.8333333333333335,tell get coupl dish share
george,0,0,0,0,0,0,0,0,0,0,26,6,3.5,gon get chow fung
kramer,0,0,0,0,0,0,0,0,0,1,33,7,3.8571428571428568,mean broad noodl
kramer,0,0,0,0,0,0,0,0,0,0,36,8,3.625,well want big flat noodl
george,0,0,0,0,0,0,0,0,0,1,32,7,3.7142857142857135,kind noodl want
kramer,0,0,0,0,0,0,0,0,0,1,25,6,3.333333333333333,say want noodl
george,0,0,0,0,0,0,0,0,0,0,71,14,4.142857142857143,look get chow fung
kramer,0,0,0,0,0,0,0,0,0,0,67,15,3.533333333333333,get pea pod pea pod
elaine,0,0,0,0,0,0,0,0,0,0,366,63,4.825396825396825,look marla whole sex thing total overr one thing got readi man chang complet differ person five second mean someth happen person realli quit astound commit crime want flee scene polic get
elaine,0,0,0,0,0,0,0,0,0,1,215,37,4.837837837837838,pretti much well smart one start work getaway stori dinner got get earli tomorrow earli turn farmer suddenli
jerry,0,0,0,0,0,0,0,0,0,0,64,12,4.416666666666667,let much time meet
george,0,0,0,0,0,0,0,0,0,2,40,7,4.857142857142857,food happen ping
jerry,0,0,0,0,0,0,0,0,0,0,170,33,4.181818181818182,worri look got two hour need come one good stori get meet buzzer food
george,0,0,0,0,0,0,0,0,0,2,84,16,4.3125,car accid motorist uninsur
george,0,0,0,0,0,0,0,0,0,0,157,32,3.9375,car total fault absolut money way pay judg decre becom butler
george,0,0,0,0,0,0,0,0,0,0,115,23,4.043478260869565,cook food clean hous shop program
george,0,0,0,0,0,0,0,0,0,0,66,11,5.090909090909091,worri find someth knock jerri door
jerry,0,0,0,0,0,0,0,0,0,1,158,28,4.678571428571429,get door stupidest idea ever heard sentenc butler elain marla injur ping door ping happen
elaine,0,0,0,0,0,0,0,0,0,0,31,7,3.571428571428572,bit accid
elaine,0,0,0,0,0,0,0,0,0,0,225,47,3.808510638297872,marla went coffe afterward cross street bike toward got way time ran park car hit head everyth went fli
jerry,0,0,0,0,0,0,0,0,0,2,54,11,4.0,call ambul wan see doctor
george,0,0,0,0,0,0,0,0,0,2,88,17,4.235294117647058,look bag pea pod save pea pod kramer enter
kramer,0,0,0,0,0,0,0,0,1,1,33,7,3.8571428571428568,took long ping
elaine,0,0,0,0,0,0,0,0,0,1,68,13,4.307692307692308,slow danger fast
kramer,0,0,0,0,0,0,0,0,0,1,35,6,5.0,jerri watchin oprah
elaine,0,0,0,0,0,0,0,0,0,0,28,6,3.8333333333333335,ping jaywalk
jerry,0,0,0,0,0,0,0,0,0,0,43,8,4.5,georg givin back
kramer,0,0,0,0,0,0,0,0,0,0,36,8,3.625,jerri want back
george,0,0,0,0,0,0,0,0,0,1,53,11,3.9090909090909087,jerri got work meet
kramer,0,0,0,0,0,0,0,0,0,0,52,9,4.888888888888889,look hour patrick swayz
jerry,0,0,0,0,0,0,0,0,2,1,556,104,4.355769230769232,month half noth believ put today could anyth elain run apolog virgin cross light knock chines deliveri boy gon make fool got noth even show busi got reput drag sewer buddi boy fast word spread show busi snap georg face one bad impress outta busi
george,0,0,0,0,0,0,0,0,0,0,52,10,4.3,let postpon let get
jerry,0,0,0,0,0,0,0,0,0,1,39,8,4.0,mean
george,0,0,0,0,0,0,0,0,2,0,79,16,4.0,fake ill act back back believ back
jerry,0,0,0,0,0,0,0,0,0,1,25,6,3.333333333333333,would get
george,0,0,0,0,0,0,0,0,1,0,327,63,4.206349206349207,tell sister die start fake cri poor sister die stand laugh shot kind sick citi livin shoot laugh must comfort poor famili jerri take home comfort poor famili
george,0,0,0,0,0,0,0,0,0,0,90,16,4.6875,david letterman saw david letterman walk back exit
jerry,0,0,0,0,0,0,0,0,0,0,74,15,4.0,ye wise hitch wagon star jerri enter meet
jerry,0,0,0,0,0,0,0,0,0,1,55,12,3.6666666666666665,nice see
jerry,0,0,0,0,0,0,0,0,0,1,42,8,4.375,nice meet russel
jerry,0,0,0,0,0,0,0,0,0,0,47,9,4.333333333333333,ran say someth david letterman
jerry,0,0,0,0,0,0,0,0,0,0,37,8,3.75,good good got lot idea
jerry,0,0,0,0,0,0,0,0,0,2,456,84,4.440476190476192,ever chines restaur tell five minut tabl wind waitin thirti minut well thought would funni entir show doin waitin tabl seem situat wait hungri bump somebodi russel come back
jerry,0,0,0,0,0,0,0,0,0,1,346,69,4.028985507246377,well one mani other idea get accid guy insur judg sentenc butler everyon laugh cook cook clean hous doin shop walkin around one big neck collar
george,0,0,0,0,0,0,0,0,0,3,112,20,4.65,tellin butler stori beauti sorri late look rita russel
george,0,0,0,0,0,0,0,0,0,1,273,48,4.708333333333333,rita shermack good see jay alway pleasur susan sweeti kiss sit next jerri butler idea beauti killer asid jerri thought get butler
jerry,0,0,0,0,0,0,0,0,0,0,46,8,4.875,worri find someth
jerry,0,0,0,0,0,0,0,0,0,1,44,8,4.625,letterman spark idea
george,0,0,0,0,0,0,0,0,0,0,101,20,4.1,said noth could next time probabl break prozac half
kramer,0,0,0,0,0,0,0,0,0,1,56,10,4.7,guy wan hold watchin jeopardi
jerry,0,0,0,0,0,0,0,0,0,1,31,7,3.571428571428572,would give back
kramer,0,0,0,0,0,0,0,0,0,0,58,12,3.9166666666666665,way georg susan call minut ago
george,0,0,0,0,0,0,0,0,0,1,133,22,5.090909090909091,bet probabl summersault think get butler stori everyday call susan
kramer,0,0,0,0,0,0,0,0,1,1,44,9,4.0,joseph cotton gidde
george,0,0,0,0,0,0,0,0,0,1,47,9,4.333333333333333,georgi boy go
kramer,0,0,0,0,0,0,0,0,1,1,45,10,3.6,ooh gidde
george,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,realiz
george,0,0,0,0,0,0,0,0,0,0,43,8,4.5,feel terribl terribl
kramer,0,0,0,0,0,0,0,0,0,1,60,12,4.083333333333333,chacha ooh ye inde
george,0,0,0,0,0,0,0,0,4,0,114,22,4.227272727272728,hang phone paus great fire incred fire babi
george,0,0,0,0,0,0,0,0,1,0,116,21,4.571428571428571,kiss meet russel found fire phone final stupid pay
kramer,0,0,0,0,0,0,0,0,1,0,51,10,4.2,come judg come judg
jerry,0,0,0,0,0,0,0,0,0,0,102,21,3.9047619047619047,break life shatter got fire got
jerry,0,0,0,0,0,0,0,0,0,0,51,10,4.2,got least wait get anoth job
george,0,0,0,0,0,0,0,0,0,0,86,17,4.117647058823529,unbeliev stuck everi time think pull back
jerry,0,0,0,0,0,0,0,0,0,1,40,8,4.125,would leav apart
jerry,0,0,0,0,0,0,0,0,0,1,43,9,3.888888888888889,gave idea would wan leav
jerry,0,0,0,0,0,0,0,0,0,0,267,49,4.469387755102041,listen would put much stock elain say relationship come broken home mean liter tree fell roof crack whole structur parent got along beauti hous bad shape
jerry,0,0,0,0,0,0,0,0,0,1,29,7,3.2857142857142856,els say
elaine,0,0,0,0,0,0,0,0,0,0,49,9,4.5555555555555545,nothin givin straight dope
jerry,0,0,0,0,0,0,0,0,0,0,108,22,3.954545454545455,dope give straight anoth cup coffe wind convent
elaine,0,0,0,0,0,0,0,0,0,0,61,12,4.166666666666667,listen lot could told believ
jerry,0,0,0,0,0,0,0,0,0,2,64,13,4.0,leav sex ever leav
elaine,0,0,0,0,0,0,0,0,0,1,155,32,3.875,might stay got serv paper today ping su need virgin wit better nice
elaine,0,0,0,0,0,0,0,0,0,1,73,14,4.285714285714286,look georg side restaur luck
jerry,0,0,0,0,0,0,0,0,0,1,101,19,4.368421052631579,kiddin figur susan would break good thing go
elaine,0,0,0,0,0,0,0,0,0,0,212,39,4.461538461538462,sinc met vomit famili cabin burn learn father homosexu got fire high pay network job real good thing go
george,0,0,0,0,0,0,0,0,0,1,97,20,3.9,well actual writer fact write comedi pilot nbc
jerry,0,0,0,0,0,0,0,0,0,0,38,8,3.875,elain let ask question
jerry,0,0,0,0,0,0,0,0,0,0,41,6,6.0,hostag captur terrorist
jerry,0,0,0,0,0,0,0,0,0,1,168,30,4.633333333333334,anybodi whatev littl room chain floor long time think would ever consid laundri
elaine,0,0,0,0,0,0,0,0,0,0,63,9,6.111111111111112,matteroffactli geneva convent
kramer,0,0,0,0,0,0,0,0,3,0,140,24,4.875,imit turkish terrorist take sock pant underwear wash cmon take take
george,0,0,0,0,0,0,0,0,0,0,45,8,4.75,slowli shake head mother caught
george,0,0,0,0,0,0,0,0,0,0,57,11,4.2727272727272725,three give blank stare alon
elaine,0,0,0,0,0,0,0,0,1,1,40,7,4.857142857142857,make face surpris mean
george,0,0,0,0,0,0,0,0,0,0,292,54,4.425925925925926,realli want embellish stop hous drop car went insid minut nobodi suppos work jerri elain look enjoy stori mother glamour magazin start leaf
george,0,0,0,0,0,0,0,0,0,0,33,6,4.666666666666667,one thing lead anoth
george,0,0,0,0,0,0,0,0,2,1,154,29,4.344827586206897,first scream georg god look gon faint start clutch wall tri hang onto
george,0,0,0,0,0,0,0,0,0,0,66,14,3.7857142857142856,whether tri keep fall zip
george,0,0,0,0,0,0,0,0,1,0,119,24,4.0,notic make bad kid get defens well could run way
elaine,0,0,0,0,0,0,0,0,0,0,31,6,4.333333333333333,guess could
jerry,0,0,0,0,0,0,0,0,0,0,70,12,4.916666666666667,middl elain sentenc smile would think
george,0,0,0,0,0,0,0,0,2,0,115,23,4.043478260869565,fell start scream back back pick took hospit
elaine,0,0,0,0,0,0,0,0,0,0,55,9,5.222222222222221,stifl laughter sorri seriou
george,0,0,0,0,0,0,0,0,2,1,159,32,4.0,back went got coupl day said way car georg said
george,0,0,0,0,0,0,0,0,0,0,76,15,4.133333333333334,vow well tell though never
elaine,0,0,0,0,0,0,0,0,0,1,56,10,4.7,mean mother hous togeth
jerry,0,0,0,0,0,0,0,0,0,0,46,10,3.7,well could hold longer
kramer,0,0,0,0,0,0,0,0,0,0,83,16,4.25,but wait second wait second count click tongu
jerry,0,0,0,0,0,0,0,0,0,0,38,8,3.875,get check
elaine,0,0,0,0,0,0,0,0,0,0,39,9,3.4444444444444446,smile want
jerry,0,0,0,0,0,0,0,0,0,0,46,6,6.833333333333332,show differ appl orang
elaine,0,0,0,0,0,0,0,0,0,3,70,12,4.916666666666667,jerri georg persist
jerry,0,0,0,0,0,0,0,0,0,0,48,12,3.083333333333333,easier woman man
jerry,0,0,0,0,0,0,0,0,0,0,70,14,4.071428571428571,part lifestyl shave
elaine,0,0,0,0,0,0,0,0,0,0,42,9,3.7777777777777777,bologna shave leg
george,0,0,0,0,0,0,0,0,0,1,33,7,3.8571428571428568,alright look want
george,0,0,0,0,0,0,0,0,0,0,83,17,3.941176470588236,got give odd least two one got put twohundr dollar
elaine,0,0,0,0,0,0,0,0,0,0,33,7,3.8571428571428568,put onefifti
george,0,0,0,0,0,0,0,0,0,1,50,9,4.666666666666667,alright gon monitor thing
jerry,0,0,0,0,0,0,0,0,0,0,157,26,5.0769230769230775,well obvious well elain slightli laugh sure feel comfort within confin honor system
kramer,0,0,0,0,0,0,0,0,0,0,58,11,4.363636363636363,alright hold pinki center tabl
george,0,0,0,0,0,0,0,0,3,2,453,85,4.341176470588235,stern gon see psychiatrist care pay discuss alright see later ye cours gon come alright hang slam coffe tabl sit next jerri mother want see psychiatrist caught scoff shake head everyon see psychiatrist laugh snort
jerry,0,0,0,0,0,0,0,0,0,1,44,8,4.625,wait rest sentenc
george,0,0,0,0,0,0,0,0,0,0,81,16,4.125,shrug fine got hospit see tonight
jerry,0,0,0,0,0,0,0,0,0,0,53,11,3.9090909090909087,come let unlock front door
george,0,0,0,0,0,0,0,0,0,1,32,6,4.5,tonight
jerry,0,0,0,0,0,0,0,0,0,0,50,8,5.375,open door slightli elain date marla
george,0,0,0,0,0,0,0,0,0,2,45,7,5.571428571428571,progress latest
jerry,0,0,0,0,0,0,0,0,0,0,102,20,4.15,well got troop amass along border wait someon give goahead
kramer,0,0,0,0,0,0,0,0,0,0,67,12,4.666666666666667,look cmere nake woman across street
kramer,0,0,0,0,0,0,0,0,0,1,65,12,4.5,second floor top point see window left
jerry,0,0,0,0,0,0,0,0,1,1,52,9,4.888888888888889,also amaz walk around hous
george,0,0,0,0,0,0,0,0,0,0,73,11,5.727272727272728,suggest mayb nudist nudist coloni peopl
kramer,0,0,0,0,0,0,0,0,0,0,146,25,4.88,paus slowli stand walk jerri apart leav jerri georg view shut door behind
jerry,0,0,0,0,0,0,0,0,0,1,95,19,4.052631578947368,let ask question nudist coloni eat nake dine room
george,0,0,0,0,0,0,0,0,0,0,31,6,4.333333333333333,would imagin nake
jerry,0,0,0,0,0,0,0,0,0,2,50,9,4.666666666666667,chamber maid nake
george,0,0,0,0,0,0,0,0,0,0,139,21,5.666666666666668,still focus nudist nake garden nake bellhop jerri make nois astonish one big nudearama
elaine,0,0,0,0,0,0,0,0,0,2,44,7,5.428571428571429,well smile money cave
george,0,0,0,0,0,0,0,0,0,0,33,6,4.666666666666667,also shoulder
jerry,0,0,0,0,0,0,0,0,0,0,40,7,4.857142857142857,nake woman across street
elaine,0,0,0,0,0,0,0,0,0,0,183,34,4.411764705882354,smile chuckl gon easiest money ever made life move new topic fri joyc teach aerob class gon tonight
jerry,0,0,0,0,0,0,0,0,0,0,63,10,5.4,comment waitress taken back
elaine,0,0,0,0,0,0,0,0,0,0,164,31,4.32258064516129,realiz jerri georg pay attent got call morn chosen space shuttl goin mar
jerry,0,0,0,0,0,0,0,0,0,0,36,6,5.166666666666667,still stare woman uhhuh
kramer,0,0,0,0,0,0,0,0,0,0,39,9,3.4444444444444446,contest
kramer,0,0,0,0,0,0,0,0,0,1,42,6,6.166666666666668,note reaction
